side,record_id,language,text,entities,extracted_context,proxies,publication_year,risk_flags,duplicate_terms,unsupported_molecule_count,title_year_disagrees
query,Q302,MIXED,dosis titrasi Topiramate Migraine toleransi pasien,"{""disease_entity"": ""Migraine"", ""molecule_entity"": ""Topiramate"", ""drug_class_entity"": ""Antiepileptics other"", ""therapeutic_area"": ""Neurology""}","{""dose_context_flag"": true}",,,,0,0,False
query,Q303,EN,Parkinson Disease treatment algorithm Dopaminergic agents first line,"{""disease_entity"": ""Parkinson Disease"", ""molecule_entity"": ""Levodopa-carbidopa"", ""drug_class_entity"": ""Dopaminergic agents"", ""therapeutic_area"": ""Neurology""}",{},,,molecule_without_literal_support,0,1,False
query,Q304,MIXED,target Major Depressive Disorder sudah tercapai kapan maintenance Venlafaxine,"{""disease_entity"": ""Major Depressive Disorder"", ""molecule_entity"": ""Venlafaxine"", ""drug_class_entity"": ""SNRIs"", ""therapeutic_area"": ""Psychiatry""}",{},,,,0,0,False
query,Q305,EN,when to start Diazepam in Febrile Seizure,"{""disease_entity"": ""Febrile Seizure"", ""molecule_entity"": ""Diazepam"", ""drug_class_entity"": ""Benzodiazepines"", ""therapeutic_area"": ""Pediatrics""}",{},,,,0,0,False
query,Q306,EN,Tenofovir+Lamivudine combination therapy Urinary Tract Infection,"{""disease_entity"": ""Urinary Tract Infection"", ""molecule_entity"": ""Tenofovir+Lamivudine"", ""drug_class_entity"": ""NRTIs combination"", ""therapeutic_area"": ""Infectious Disease""}",{},,,,0,0,False
query,Q307,EN,Fluoroquinolones in pregnancy and HIV/AIDS,"{""disease_entity"": ""HIV/AIDS"", ""molecule_entity"": ""Levofloxacin"", ""drug_class_entity"": ""Fluoroquinolones"", ""therapeutic_area"": ""Infectious Disease""}","{""pregnancy_status"": ""pregnant""}",,,molecule_without_literal_support;population_or_comorbidity,0,1,False
query,Q308,MIXED,MDR Tuberculosis dengan CKD pilihan drug terbaik,"{""disease_entity"": ""MDR Tuberculosis"", ""molecule_entity"": ""Bedaquiline"", ""drug_class_entity"": ""Antituberculotics"", ""therapeutic_area"": ""Pulmonology""}",{},,,molecule_without_literal_support,0,1,False
query,Q309,EN,Bedaquiline long term outcomes MDR Tuberculosis,"{""disease_entity"": ""MDR Tuberculosis"", ""molecule_entity"": ""Bedaquiline"", ""drug_class_entity"": ""Antituberculotics"", ""therapeutic_area"": ""Pulmonology""}",{},,,,0,0,False
query,Q310,ID,target terapi Rheumatoid Arthritis dengan Proteasome inhibitors,"{""disease_entity"": ""Rheumatoid Arthritis"", ""molecule_entity"": ""Bortezomib"", ""drug_class_entity"": ""Proteasome inhibitors"", ""therapeutic_area"": ""Rheumatology""}",{},,,molecule_without_literal_support,0,1,False
query,Q311,EN,add on therapy Typhoid Fever after Artemether-lumefantrine failure,"{""disease_entity"": ""Typhoid Fever"", ""molecule_entity"": ""Artemether-lumefantrine"", ""drug_class_entity"": ""Antimalarials"", ""therapeutic_area"": ""Infectious Disease""}","{""prior_treatment_failure_flag"": true}",,,,0,0,False
query,Q312,EN,Tuberculosis prophylaxis Isoniazid indication,"{""disease_entity"": ""Tuberculosis"", ""molecule_entity"": ""Isoniazid"", ""drug_class_entity"": ""Antituberculotics"", ""therapeutic_area"": ""Pulmonology""}",{},,,,0,0,False
query,Q313,MIXED,indikasi Losartan pada Chronic Kidney Disease guideline terbaru,"{""disease_entity"": ""Chronic Kidney Disease"", ""molecule_entity"": ""Losartan"", ""drug_class_entity"": ""ARBs"", ""therapeutic_area"": ""Nephrology""}","{""recency_flag"": true}",,,population_or_comorbidity,0,0,False
query,Q314,MIXED,switch dari Rifampicin ke Isoniazid Tuberculosis progresif,"{""disease_entity"": ""Tuberculosis"", ""molecule_entity"": ""Rifampicin; Isoniazid"", ""drug_class_entity"": ""Antituberculotics; Antituberculotics"", ""therapeutic_area"": ""Pulmonology""}",{},,,duplicate_metadata,1,0,False
query,Q315,MIXED,latest guideline Rheumatoid Arthritis management 2023,"{""disease_entity"": ""Rheumatoid Arthritis"", ""molecule_entity"": ""Hydroxychloroquine"", ""drug_class_entity"": ""Antimalarials"", ""therapeutic_area"": ""Rheumatology""}","{""year"": 2023, ""recency_flag"": true}",,,molecule_without_literal_support,0,1,False
query,Q316,MIXED,Lansoprazole vs Omeprazole untuk pasien Peptic Ulcer Disease mana lebih efektif,"{""disease_entity"": ""Peptic Ulcer Disease"", ""molecule_entity"": ""Lansoprazole; Omeprazole"", ""drug_class_entity"": ""Proton pump inhibitors; Proton pump inhibitors"", ""therapeutic_area"": ""Gastroenterology""}","{""comparison_flag"": true}",,,comparison;duplicate_metadata,1,0,False
query,Q317,MIXED,Methylphenidate efficacy pada Breast Cancer HER2-positive clinical outcome data,"{""disease_entity"": ""Breast Cancer HER2-positive"", ""molecule_entity"": ""Methylphenidate"", ""drug_class_entity"": ""CNS stimulants"", ""therapeutic_area"": ""Oncology""}",{},,,,0,0,False
query,Q318,EN,Venlafaxine vs Escitalopram efficacy in Major Depressive Disorder,"{""disease_entity"": ""Major Depressive Disorder"", ""molecule_entity"": ""Venlafaxine; Escitalopram"", ""drug_class_entity"": ""SNRIs; SSRIs"", ""therapeutic_area"": ""Psychiatry""}","{""comparison_flag"": true}",,,comparison,0,0,False
query,Q319,MIXED,dosis titrasi Adalimumab Gout toleransi pasien,"{""disease_entity"": ""Gout"", ""molecule_entity"": ""Adalimumab"", ""drug_class_entity"": ""TNF inhibitors"", ""therapeutic_area"": ""Rheumatology""}","{""dose_context_flag"": true}",,,,0,0,False
query,Q320,EN,is Bedaquiline safe in Tuberculosis with hepatic impairment,"{""disease_entity"": ""Tuberculosis"", ""molecule_entity"": ""Bedaquiline"", ""drug_class_entity"": ""Antituberculotics"", ""therapeutic_area"": ""Pulmonology""}","{""hepatic_impairment_flag"": true}",,,,0,0,False
query,Q321,EN,Escitalopram drug interaction with Sertraline in ADHD,"{""disease_entity"": ""ADHD"", ""molecule_entity"": ""Escitalopram; Sertraline"", ""drug_class_entity"": ""SSRIs; SSRIs"", ""therapeutic_area"": ""Psychiatry""}",{},,,duplicate_metadata,1,0,False
query,Q322,EN,Dolutegravir hepatic impairment dose in Malaria,"{""disease_entity"": ""Malaria"", ""molecule_entity"": ""Dolutegravir"", ""drug_class_entity"": ""Integrase inhibitors"", ""therapeutic_area"": ""Infectious Disease""}","{""dose_context_flag"": true, ""hepatic_impairment_flag"": true}",,,,0,0,False
query,Q323,ID,efek samping Inhaled corticosteroids pada Asthma,"{""disease_entity"": ""Asthma"", ""molecule_entity"": ""Budesonide"", ""drug_class_entity"": ""Inhaled corticosteroids"", ""therapeutic_area"": ""Pulmonology""}","{""route"": ""inhaled""}",,,molecule_without_literal_support;route,0,1,False
query,Q324,EN,monitoring parameters Aspirin in Stable Angina,"{""disease_entity"": ""Stable Angina"", ""molecule_entity"": ""Aspirin"", ""drug_class_entity"": ""Platelet aggregation inhibitors"", ""therapeutic_area"": ""Cardiology""}",{},,,,0,0,False
query,Q325,MIXED,target Systemic Lupus Erythematosus sudah tercapai kapan maintenance Adalimumab,"{""disease_entity"": ""Systemic Lupus Erythematosus"", ""molecule_entity"": ""Adalimumab"", ""drug_class_entity"": ""TNF inhibitors"", ""therapeutic_area"": ""Rheumatology""}",{},,,,0,0,False
query,Q326,EN,titration protocol Ferrous sulphate in Iron Deficiency Anaemia,"{""disease_entity"": ""Iron Deficiency Anaemia"", ""molecule_entity"": ""Ferrous sulphate"", ""drug_class_entity"": ""Iron preparations"", ""therapeutic_area"": ""Haematology""}",{},,,,0,0,False
query,Q327,MIXED,kombinasi Desmopressin dan Desmopressin pada Diabetes Insipidus aman atau tidak,"{""disease_entity"": ""Diabetes Insipidus"", ""molecule_entity"": ""Desmopressin; Desmopressin"", ""drug_class_entity"": ""Vasopressin analogues; Vasopressin analogues"", ""therapeutic_area"": ""Endocrinology""}","{""negation_flag"": true}",,,negation;duplicate_metadata,2,0,False
query,Q328,MIXED,kombinasi Piperacillin-tazobactam dan Hydrocortisone pada Sepsis aman atau tidak,"{""disease_entity"": ""Sepsis"", ""molecule_entity"": ""Piperacillin-tazobactam; Hydrocortisone"", ""drug_class_entity"": ""Beta-lactam combinations; Corticosteroids"", ""therapeutic_area"": ""Critical Care""}","{""negation_flag"": true}",,,negation,0,0,False
query,Q329,ID,algoritma terapi Major Depressive Disorder step up,"{""disease_entity"": ""Major Depressive Disorder"", ""molecule_entity"": ""Sertraline"", ""drug_class_entity"": ""SSRIs"", ""therapeutic_area"": ""Psychiatry""}",{},,,molecule_without_literal_support,0,1,False
query,Q330,MIXED,Lithium side effect pada pasien Bipolar Disorder apa saja,"{""disease_entity"": ""Bipolar Disorder"", ""molecule_entity"": ""Lithium"", ""drug_class_entity"": ""Mood stabilisers"", ""therapeutic_area"": ""Psychiatry""}",{},,,,0,0,False
query,Q331,MIXED,Osteoporosis dengan renal impairment penyesuaian dosis Alendronate,"{""disease_entity"": ""Osteoporosis"", ""molecule_entity"": ""Alendronate"", ""drug_class_entity"": ""Bisphosphonates"", ""therapeutic_area"": ""Rheumatology""}","{""dose_context_flag"": true, ""renal_function_group"": ""renal_impairment""}",,,population_or_comorbidity,0,0,False
query,Q332,ID,kapan mulai terapi Desmopressin pada Diabetes Insipidus,"{""disease_entity"": ""Diabetes Insipidus"", ""molecule_entity"": ""Desmopressin"", ""drug_class_entity"": ""Vasopressin analogues"", ""therapeutic_area"": ""Endocrinology""}",{},,,,0,0,False
query,Q333,MIXED,kontraindikasi Diazepam pada Febrile Seizure dengan hypertension,"{""disease_entity"": ""Febrile Seizure"", ""molecule_entity"": ""Diazepam"", ""drug_class_entity"": ""Benzodiazepines"", ""therapeutic_area"": ""Pediatrics""}",{},,,,0,0,False
query,Q334,EN,Community-acquired Pneumonia prophylaxis Apixaban indication,"{""disease_entity"": ""Community-acquired Pneumonia"", ""molecule_entity"": ""Apixaban"", ""drug_class_entity"": ""Factor Xa inhibitors"", ""therapeutic_area"": ""Pulmonology""}",{},,,,0,0,False
query,Q335,MIXED,Metronidazole vs Omeprazole untuk pasien Pulmonary Embolism mana lebih efektif,"{""disease_entity"": ""Pulmonary Embolism"", ""molecule_entity"": ""Metronidazole; Omeprazole"", ""drug_class_entity"": ""Nitroimidazoles; Proton pump inhibitors"", ""therapeutic_area"": ""Pulmonology""}","{""comparison_flag"": true}",,,comparison,0,0,False
query,Q336,EN,Lithium contraindication in Bipolar Disorder with anaemia,"{""disease_entity"": ""Bipolar Disorder"", ""molecule_entity"": ""Lithium"", ""drug_class_entity"": ""Mood stabilisers"", ""therapeutic_area"": ""Psychiatry""}",{},,,,0,0,False
query,Q337,EN,Chronic Kidney Disease with immunocompromised first line drug,"{""disease_entity"": ""Chronic Kidney Disease"", ""molecule_entity"": ""Ramipril"", ""drug_class_entity"": ""ACE inhibitors"", ""therapeutic_area"": ""Nephrology""}",{},,,molecule_without_literal_support;population_or_comorbidity,0,1,False
query,Q338,EN,Metronidazole vs Metronidazole in Inflammatory Bowel Disease patients,"{""disease_entity"": ""Inflammatory Bowel Disease"", ""molecule_entity"": ""Metronidazole; Metronidazole"", ""drug_class_entity"": ""Nitroimidazoles; Nitroimidazoles"", ""therapeutic_area"": ""Gastroenterology""}","{""comparison_flag"": true}",,,comparison;duplicate_metadata,2,0,False
query,Q339,EN,Clozapine vs Clozapine in Schizophrenia patients,"{""disease_entity"": ""Schizophrenia"", ""molecule_entity"": ""Clozapine; Clozapine"", ""drug_class_entity"": ""Atypical antipsychotics; Atypical antipsychotics"", ""therapeutic_area"": ""Psychiatry""}","{""comparison_flag"": true}",,,comparison;duplicate_metadata,2,0,False
query,Q340,MIXED,latest guideline Peptic Ulcer Disease management 2023,"{""disease_entity"": ""Peptic Ulcer Disease"", ""molecule_entity"": ""Lansoprazole"", ""drug_class_entity"": ""Proton pump inhibitors"", ""therapeutic_area"": ""Gastroenterology""}","{""year"": 2023, ""recency_flag"": true}",,,molecule_without_literal_support,0,1,False
query,Q341,EN,switch from Clopidogrel to Rosuvastatin in Stable Angina,"{""disease_entity"": ""Stable Angina"", ""molecule_entity"": ""Clopidogrel; Rosuvastatin"", ""drug_class_entity"": ""Platelet aggregation inhibitors; Statins"", ""therapeutic_area"": ""Cardiology""}",{},,,,0,0,False
query,Q342,MIXED,dosis titrasi Vancomycin Sepsis toleransi pasien,"{""disease_entity"": ""Sepsis"", ""molecule_entity"": ""Vancomycin"", ""drug_class_entity"": ""Glycopeptides"", ""therapeutic_area"": ""Critical Care""}","{""dose_context_flag"": true}",,,,0,0,False
query,Q343,ID,obat HIV/AIDS lini pertama Penicillins,"{""disease_entity"": ""HIV/AIDS"", ""molecule_entity"": ""Amoxicillin"", ""drug_class_entity"": ""Penicillins"", ""therapeutic_area"": ""Infectious Disease""}",{},,,molecule_without_literal_support,0,1,False
query,Q344,ID,panduan klinis MDR Tuberculosis terbaru,"{""disease_entity"": ""MDR Tuberculosis"", ""molecule_entity"": ""Bedaquiline"", ""drug_class_entity"": ""Antituberculotics"", ""therapeutic_area"": ""Pulmonology""}","{""recency_flag"": true}",,,molecule_without_literal_support,0,1,False
query,Q345,EN,monitoring parameters Apixaban in Community-acquired Pneumonia,"{""disease_entity"": ""Community-acquired Pneumonia"", ""molecule_entity"": ""Apixaban"", ""drug_class_entity"": ""Factor Xa inhibitors"", ""therapeutic_area"": ""Pulmonology""}",{},,,,0,0,False
query,Q346,MIXED,Chronic Kidney Disease dengan renal impairment penyesuaian dosis Losartan,"{""disease_entity"": ""Chronic Kidney Disease"", ""molecule_entity"": ""Losartan"", ""drug_class_entity"": ""ARBs"", ""therapeutic_area"": ""Nephrology""}","{""dose_context_flag"": true, ""renal_function_group"": ""renal_impairment""}",,,population_or_comorbidity,0,0,False
query,Q347,EN,Prednisolone hepatic impairment dose in Rheumatoid Arthritis,"{""disease_entity"": ""Rheumatoid Arthritis"", ""molecule_entity"": ""Prednisolone"", ""drug_class_entity"": ""Corticosteroids"", ""therapeutic_area"": ""Rheumatology""}","{""dose_context_flag"": true, ""hepatic_impairment_flag"": true}",,,,0,0,False
query,Q348,MIXED,Ramipril side effect pada pasien Hypertension apa saja,"{""disease_entity"": ""Hypertension"", ""molecule_entity"": ""Ramipril"", ""drug_class_entity"": ""ACE inhibitors"", ""therapeutic_area"": ""Cardiology""}",{},,,,0,0,False
query,Q349,ID,dosis Liraglutide untuk pasien Obesity,"{""disease_entity"": ""Obesity"", ""molecule_entity"": ""Liraglutide"", ""drug_class_entity"": ""GLP-1 receptor agonists"", ""therapeutic_area"": ""Endocrinology""}","{""dose_context_flag"": true}",,,population_or_comorbidity,0,0,False
query,Q350,EN,Valproate resistance in Epilepsy alternative therapy,"{""disease_entity"": ""Epilepsy"", ""molecule_entity"": ""Valproate"", ""drug_class_entity"": ""Fatty acid derivatives"", ""therapeutic_area"": ""Neurology""}","{""prior_treatment_failure_flag"": true}",,,,0,0,False
query,Q351,MIXED,dosis Rifampicin pada Tuberculosis pasien pregnancy aman tidak,"{""disease_entity"": ""Tuberculosis"", ""molecule_entity"": ""Rifampicin"", ""drug_class_entity"": ""Antituberculotics"", ""therapeutic_area"": ""Pulmonology""}","{""pregnancy_status"": ""pregnant"", ""dose_context_flag"": true, ""negation_flag"": true}",,,negation;population_or_comorbidity,0,0,False
query,Q352,ID,panduan klinis ADHD terbaru,"{""disease_entity"": ""ADHD"", ""molecule_entity"": ""Sertraline"", ""drug_class_entity"": ""SSRIs"", ""therapeutic_area"": ""Psychiatry""}","{""recency_flag"": true}",,,molecule_without_literal_support,0,1,False
query,Q353,MIXED,Nivolumab efficacy pada Non-Small Cell Lung Cancer clinical outcome data,"{""disease_entity"": ""Non-Small Cell Lung Cancer"", ""molecule_entity"": ""Nivolumab"", ""drug_class_entity"": ""PD-1 inhibitors"", ""therapeutic_area"": ""Oncology""}",{},,,,0,0,False
query,Q354,ID,apakah Topiramate aman untuk Migraine dengan hypertension,"{""disease_entity"": ""Migraine"", ""molecule_entity"": ""Topiramate"", ""drug_class_entity"": ""Antiepileptics other"", ""therapeutic_area"": ""Neurology""}",{},,,,0,0,False
query,Q355,ID,terapi profilaksis Chronic Kidney Disease dengan Empagliflozin,"{""disease_entity"": ""Chronic Kidney Disease"", ""molecule_entity"": ""Empagliflozin"", ""drug_class_entity"": ""SGLT2 inhibitors"", ""therapeutic_area"": ""Nephrology""}",{},,,population_or_comorbidity,0,0,False
query,Q356,ID,apakah Dapagliflozin aman untuk Chronic Kidney Disease dengan pregnancy,"{""disease_entity"": ""Chronic Kidney Disease"", ""molecule_entity"": ""Dapagliflozin"", ""drug_class_entity"": ""SGLT2 inhibitors"", ""therapeutic_area"": ""Nephrology""}","{""pregnancy_status"": ""pregnant""}",,,population_or_comorbidity,0,0,False
query,Q357,EN,Pembrolizumab long term outcomes Non-Small Cell Lung Cancer,"{""disease_entity"": ""Non-Small Cell Lung Cancer"", ""molecule_entity"": ""Pembrolizumab"", ""drug_class_entity"": ""PD-1 inhibitors"", ""therapeutic_area"": ""Oncology""}",{},,,,0,0,False
query,Q358,EN,Methylphenidate loading dose Breast Cancer HER2-positive emergency,"{""disease_entity"": ""Breast Cancer HER2-positive"", ""molecule_entity"": ""Methylphenidate"", ""drug_class_entity"": ""CNS stimulants"", ""therapeutic_area"": ""Oncology""}","{""dose_context_flag"": true}",,,,0,0,False
query,Q359,ID,dosis Adalimumab untuk pasien Systemic Lupus Erythematosus,"{""disease_entity"": ""Systemic Lupus Erythematosus"", ""molecule_entity"": ""Adalimumab"", ""drug_class_entity"": ""TNF inhibitors"", ""therapeutic_area"": ""Rheumatology""}","{""dose_context_flag"": true}",,,,0,0,False
query,Q360,EN,is Semaglutide safe in Obesity with elderly patients,"{""disease_entity"": ""Obesity"", ""molecule_entity"": ""Semaglutide"", ""drug_class_entity"": ""GLP-1 receptor agonists"", ""therapeutic_area"": ""Endocrinology""}","{""age_group"": ""elderly""}",,,population_or_comorbidity,0,0,False
query,Q361,ID,penanganan Type 2 Diabetes Mellitus di ICU panduan 2022,"{""disease_entity"": ""Type 2 Diabetes Mellitus"", ""molecule_entity"": ""Semaglutide"", ""drug_class_entity"": ""GLP-1 receptor agonists"", ""therapeutic_area"": ""Endocrinology""}","{""year"": 2022}",,,molecule_without_literal_support,0,1,False
